"levelName","cancel_e","n_e","cancel_c","n_c","loss","P","profit"
"     ¦       ¦               ¦       ¦               ¦               °--Canceled",0,0,4,9,-14.59,0.399320791831746,-14.59
"     ¦       ¦               ¦       ¦               °--Canceled                ",0,0,3,7,-14.59,0.375701774233567,-21.1863028421573
"     ¦       ¦               ¦       ¦                   °--Control             ",0,0,3,7,NA,NA,-6.59630284215727
"     ¦       ¦               ¦       ¦                       ¦--Not.c           ",0,0,3,8,5.7,0.556454403732257,3.31148248508948
"     ¦       ¦               ¦       ¦                       ¦   °--Control     ",0,0,3,8,NA,NA,-2.38851751491052
"     ¦       ¦               ¦       ¦                       ¦       ¦--Not.c   ",0,0,3,9,5.7,0.601354484233094,5.7
"     ¦       ¦               ¦       ¦                       ¦       °--Canceled",0,0,4,9,-14.59,0.398645515766906,-14.59
"     ¦       ¦               ¦       ¦                       °--Canceled        ",0,0,4,8,-14.59,0.443545596267743,-19.0262104389678
"     ¦       ¦               ¦       ¦                           °--Control     ",0,0,4,8,NA,NA,-4.43621043896783
"     ¦       ¦               ¦       ¦                               ¦--Not.c   ",0,0,4,9,5.7,0.500433196699466,5.7
"     ¦       ¦               ¦       ¦                               °--Canceled",0,0,5,9,-14.59,0.499566803300534,-14.59
"     ¦       ¦               ¦       °--Canceled                                ",0,0,2,5,-14.59,0.333957184510072,-25.3632213624946
"     ¦       ¦               ¦           °--Experiment                          ",0,0,2,5,NA,NA,-10.7732213624946
"     ¦       ¦               ¦               ¦--Not.c                           ",0,1,2,5,5.37,0.499430630835267,2.37754494054166
"     ¦       ¦               ¦               ¦   °--Experiment                  ",0,1,2,5,NA,NA,-2.99245505945834
"     ¦       ¦               ¦               ¦       ¦--Not.c                   ",0,2,2,5,5.37,0.666622109678867,5.96838556973741
"     ¦       ¦               ¦               ¦       ¦   °--Experiment          ",0,2,2,5,NA,NA,0.598385569737406
"     ¦       ¦               ¦               ¦       ¦       ¦--Not.c           ",0,3,2,5,5.37,0.749747190333971,6.68665698943456
"     ¦       ¦               ¦               ¦       ¦       ¦   °--Experiment  ",0,3,2,5,NA,NA,1.31665698943456
"     ¦       ¦               ¦               ¦       ¦       ¦       ¦--Not.c   ",0,4,2,5,5.37,0.800229521411265,5.37
"     ¦       ¦               ¦               ¦       ¦       ¦       °--Canceled",1,4,2,5,-14.92,0.199770478588735,-14.92
"     ¦       ¦               ¦               ¦       ¦       °--Canceled        ",1,3,2,5,-14.92,0.250252809666029,-17.6418267859211
"     ¦       ¦               ¦               ¦       ¦           °--Experiment  ",1,3,2,5,NA,NA,-2.7218267859211
"     ¦       ¦               ¦               ¦       ¦               ¦--Not.c   ",1,4,2,5,5.37,0.601191385612563,5.37
"     ¦       ¦               ¦               ¦       ¦               °--Canceled",2,4,2,5,-14.92,0.398808614387437,-14.92
"     ¦       ¦               ¦               ¦       °--Canceled                ",1,2,2,5,-14.92,0.333377890321133,-20.9105433855213
"     ¦       ¦               ¦               ¦           °--Control             ",1,2,2,5,NA,NA,-5.99054338552125
"     ¦       ¦               ¦               ¦               ¦--Not.c           ",1,2,2,6,5.7,0.5716569495997,3.79802511695271
"     ¦       ¦               ¦               ¦               ¦   °--Control     ",1,2,2,6,NA,NA,-1.90197488304729
"     ¦       ¦               ¦               ¦               ¦       ¦--Not.c   ",1,2,2,7,5.7,0.625333914093283,5.7
"     ¦       ¦               ¦               ¦               ¦       °--Canceled",1,2,3,7,-14.59,0.374666085906717,-14.59
"     ¦       ¦               ¦               ¦               °--Canceled        ",1,2,3,6,-14.59,0.4283430504003,-19.0541455750341
"     ¦       ¦               ¦               ¦                   °--Control     ",1,2,3,6,NA,NA,-4.46414557503412
"     ¦       ¦               ¦               ¦                       ¦--Not.c   ",1,2,3,7,5.7,0.499056403399008,5.7
"     ¦       ¦               ¦               ¦                       °--Canceled",1,2,4,7,-14.59,0.500943596600992,-14.59
"     ¦       ¦               ¦               °--Canceled                        ",1,1,2,5,-14.92,0.500569369164733,-23.8940711692895
"     ¦       ¦               ¦                   °--Control                     ",1,1,2,5,NA,NA,-8.97407116928948
"     ¦       ¦               ¦                       ¦--Not.c                   ",1,1,2,6,5.7,0.571416651194715,1.90603121035975
"     ¦       ¦               ¦                       ¦   °--Control             ",1,1,2,6,NA,NA,-3.79396878964025
"     ¦       ¦               ¦                       ¦       ¦--Not.c           ",1,1,2,7,5.7,0.625590431094287,4.65252575463814
"     ¦       ¦               ¦                       ¦       ¦   °--Control     ",1,1,2,7,NA,NA,-1.04747424536186
"     ¦       ¦               ¦                       ¦       ¦       ¦--Not.c   ",1,1,2,8,5.7,0.667448287562254,5.7
"     ¦       ¦               ¦                       ¦       ¦       °--Canceled",1,1,3,8,-14.59,0.332551712437746,-14.59
"     ¦       ¦               ¦                       ¦       °--Canceled        ",1,1,3,7,-14.59,0.374409568905713,-17.9069792520447
"     ¦       ¦               ¦                       ¦           °--Control     ",1,1,3,7,NA,NA,-3.31697925204466
"     ¦       ¦               ¦                       ¦               ¦--Not.c   ",1,1,3,8,5.7,0.555594911185576,5.7
"     ¦       ¦               ¦                       ¦               °--Canceled",1,1,4,8,-14.59,0.444405088814424,-14.59
"     ¦       ¦               ¦                       °--Canceled                ",1,1,3,6,-14.59,0.428583348805285,-23.480168253475
"     ¦       ¦               ¦                           °--Control             ",1,1,3,6,NA,NA,-8.89016825347499
"     ¦       ¦               ¦                               ¦--Not.c           ",1,1,3,7,5.7,0.499969724276924,2.39740097863521
"     ¦       ¦               ¦                               ¦   °--Control     ",1,1,3,7,NA,NA,-3.30259902136479
"     ¦       ¦               ¦                               ¦       ¦--Not.c   ",1,1,3,8,5.7,0.556303646063835,5.7
"     ¦       ¦               ¦                               ¦       °--Canceled",1,1,4,8,-14.59,0.443696353936165,-14.59
"     ¦       ¦               ¦                               °--Canceled        ",1,1,4,7,-14.59,0.500030275723076,-20.1763706110703
"     ¦       ¦               ¦                                   °--Control     ",1,1,4,7,NA,NA,-5.58637061107033
"     ¦       ¦               ¦                                       ¦--Not.c   ",1,1,4,8,5.7,0.443747135974848,5.7
"     ¦       ¦               ¦                                       °--Canceled",1,1,5,8,-14.59,0.556252864025152,-14.59
"     ¦       ¦               °--Canceled                                        ",0,0,2,4,-14.59,0.400680585759421,-30.6247210571506
"     ¦       ¦                   °--Experiment                                  ",0,0,2,4,NA,NA,-16.0347210571506
"     ¦       ¦                       ¦--Not.c                                   ",0,1,2,4,5.37,0.499757332562327,0.621334666856686
"     ¦       ¦                       ¦   °--Experiment                          ",0,1,2,4,NA,NA,-4.74866533314331
"     ¦       ¦                       ¦       ¦--Not.c                           ",0,2,2,4,5.37,0.666395782459004,6.30064421413287
"     ¦       ¦                       ¦       ¦   °--Experiment                  ",0,2,2,4,NA,NA,0.930644214132871
"     ¦       ¦                       ¦       ¦       ¦--Not.c                   ",0,3,2,4,5.37,0.750350475488267,7.98904374389077
"     ¦       ¦                       ¦       ¦       ¦   °--Experiment          ",0,3,2,4,NA,NA,2.61904374389077
"     ¦       ¦                       ¦       ¦       ¦       ¦--Not.c           ",0,4,2,4,5.37,0.799969310240236,7.35327608225434
"     ¦       ¦                       ¦       ¦       ¦       ¦   °--Experiment  ",0,4,2,4,NA,NA,1.98327608225434
"     ¦       ¦                       ¦       ¦       ¦       ¦       ¦--Not.c   ",0,5,2,4,5.37,0.833084084881929,5.37
"     ¦       ¦                       ¦       ¦       ¦       ¦       °--Canceled",1,5,2,4,-14.92,0.166915915118071,-14.92
"     ¦       ¦                       ¦       ¦       ¦       °--Canceled        ",1,4,2,4,-14.92,0.200030689759764,-16.3142538555235
"     ¦       ¦                       ¦       ¦       ¦           °--Experiment  ",1,4,2,4,NA,NA,-1.39425385552354
"     ¦       ¦                       ¦       ¦       ¦               ¦--Not.c   ",1,5,2,4,5.37,0.666621298397066,5.37
"     ¦       ¦                       ¦       ¦       ¦               °--Canceled",2,5,2,4,-14.92,0.333378701602934,-14.92
"     ¦       ¦                       ¦       ¦       °--Canceled                ",1,3,2,4,-14.92,0.249649524511733,-20.284190677696
"     ¦       ¦                       ¦       ¦           °--Experiment          ",1,3,2,4,NA,NA,-5.36419067769598
"     ¦       ¦                       ¦       ¦               ¦--Not.c           ",1,4,2,4,5.37,0.599125830235298,4.00744596818731
"     ¦       ¦                       ¦       ¦               ¦   °--Experiment  ",1,4,2,4,NA,NA,-1.36255403181269
"     ¦       ¦                       ¦       ¦               ¦       ¦--Not.c   ",1,5,2,4,5.37,0.668183635691834,5.37
"     ¦       ¦                       ¦       ¦               ¦       °--Canceled",2,5,2,4,-14.92,0.331816364308166,-14.92
"     ¦       ¦                       ¦       ¦               °--Canceled        ",2,4,2,4,-14.92,0.400874169764702,-19.3705547929595
"     ¦       ¦                       ¦       ¦                   °--Control     ",2,4,2,4,NA,NA,-4.4505547929595
"     ¦       ¦                       ¦       ¦                       ¦--Not.c   ",2,4,2,5,5.7,0.499726230016782,5.7
"     ¦       ¦                       ¦       ¦                       °--Canceled",2,4,3,5,-14.59,0.500273769983218,-14.59
"     ¦       ¦                       ¦       °--Canceled                        ",1,2,2,4,-14.92,0.333604217540996,-26.8203685497971
"     ¦       ¦                       ¦           °--Experiment                  ",1,2,2,4,NA,NA,-11.9003685497971
"     ¦       ¦                       ¦               ¦--Not.c                   ",1,3,2,4,5.37,0.500188276718996,0.00252258099733371
"     ¦       ¦                       ¦               ¦   °--Experiment          ",1,3,2,4,NA,NA,-5.36747741900267
"     ¦       ¦                       ¦               ¦       ¦--Not.c           ",1,4,2,4,5.37,0.599918947850963,3.98011258517058
"     ¦       ¦                       ¦               ¦       ¦   °--Experiment  ",1,4,2,4,NA,NA,-1.38988741482942
"     ¦       ¦                       ¦               ¦       ¦       ¦--Not.c   ",1,5,2,4,5.37,0.666836500008407,5.37
"     ¦       ¦                       ¦               ¦       ¦       °--Canceled",2,5,2,4,-14.92,0.333163499991593,-14.92
"     ¦       ¦                       ¦               ¦       °--Canceled        ",2,4,2,4,-14.92,0.400081052149037,-19.384128120463
"     ¦       ¦                       ¦               ¦           °--Control     ",2,4,2,4,NA,NA,-4.46412812046303
"     ¦       ¦                       ¦               ¦               ¦--Not.c   ",2,4,2,5,5.7,0.499057263653867,5.7
"     ¦       ¦                       ¦               ¦               °--Canceled",2,4,3,5,-14.59,0.500942736346133,-14.59
"     ¦       ¦                       ¦               °--Canceled                ",2,3,2,4,-14.92,0.499811723281004,-23.8122272064989
"     ¦       ¦                       ¦                   °--Control             ",2,3,2,4,NA,NA,-8.89222720649894
"     ¦       ¦                       ¦                       ¦--Not.c           ",2,3,2,5,5.7,0.499756617133064,2.71055051157526
"     ¦       ¦                       ¦                       ¦   °--Control     ",2,3,2,5,NA,NA,-2.98944948842474
"     ¦       ¦                       ¦                       ¦       ¦--Not.c   ",2,3,2,6,5.7,0.571737334232393,5.7
"     ¦       ¦                       ¦                       ¦       °--Canceled",2,3,3,6,-14.59,0.428262665767607,-14.59
"     ¦       ¦                       ¦                       °--Canceled        ",2,3,3,5,-14.59,0.500243382866936,-20.483714751021
"     ¦       ¦                       ¦                           °--Control     ",2,3,3,5,NA,NA,-5.89371475102098
"     ¦       ¦                       ¦                               ¦--Not.c   ",2,3,3,6,5.7,0.428599568702761,5.7
"     ¦       ¦                       ¦                               °--Canceled",2,3,4,6,-14.59,0.571400431297239,-14.59
"     ¦       ¦                       °--Canceled                                ",1,1,2,4,-14.92,0.500242667437673,-32.6746170945602
"     ¦       ¦                           °--Control                             ",1,1,2,4,NA,NA,-17.7546170945602
"     ¦       ¦                               ¦--Not.c                           ",1,1,2,5,5.7,0.500619656935575,-3.26973843639152
"     ¦       ¦                               ¦   °--Control                     ",1,1,2,5,NA,NA,-8.96973843639152
"     ¦       ¦                               ¦       ¦--Not.c                   ",1,1,2,6,5.7,0.571456202980663,1.89971413277015
"     ¦       ¦                               ¦       ¦   °--Control             ",1,1,2,6,NA,NA,-3.80028586722985
"     ¦       ¦                               ¦       ¦       ¦--Not.c           ",1,1,2,7,5.7,0.625358394355991,4.64580884745077
"     ¦       ¦                               ¦       ¦       ¦   °--Control     ",1,1,2,7,NA,NA,-1.05419115254923
"     ¦       ¦                               ¦       ¦       ¦       ¦--Not.c   ",1,1,2,8,5.7,0.667117242358342,5.7
"     ¦       ¦                               ¦       ¦       ¦       °--Canceled",1,1,3,8,-14.59,0.332882757641658,-14.59
"     ¦       ¦                               ¦       ¦       °--Canceled        ",1,1,3,7,-14.59,0.374641605644009,-17.8986565494498
"     ¦       ¦                               ¦       ¦           °--Control     ",1,1,3,7,NA,NA,-3.30865654944976
